;Region/Country/Area;Tourist/visitor arrivals and tourism expenditure;Year;Series;Tourism arrivals series type;Tourism arrivals series type footnote;Value;Footnotes;Source;valor_expenditure;number_visitor
1693;646;Rwanda;2010;Tourist/visitor arrivals (thousands);TF;;504;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;504
1694;646;Rwanda;2015;Tourist/visitor arrivals (thousands);TF;;987;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;987
1695;646;Rwanda;2016;Tourist/visitor arrivals (thousands);TF;;932;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;932
1696;646;Rwanda;1995;Tourism expenditure (millions of US dollars);;;4;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;4;
1697;646;Rwanda;2005;Tourism expenditure (millions of US dollars);;;67;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;67;
1698;646;Rwanda;2010;Tourism expenditure (millions of US dollars);;;224;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;224;
1699;646;Rwanda;2015;Tourism expenditure (millions of US dollars);;;457;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;457;
1700;646;Rwanda;2016;Tourism expenditure (millions of US dollars);;;470;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;470;
1701;646;Rwanda;2017;Tourism expenditure (millions of US dollars);;;616;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;616;
1702;659;Saint Kitts and Nevis;1995;Tourist/visitor arrivals (thousands);TF;;79;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;79
1703;659;Saint Kitts and Nevis;2005;Tourist/visitor arrivals (thousands);TF;;141;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;141
1704;659;Saint Kitts and Nevis;2010;Tourist/visitor arrivals (thousands);TF;;98;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;98
1705;659;Saint Kitts and Nevis;2015;Tourist/visitor arrivals (thousands);TF;;122;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;122
1706;659;Saint Kitts and Nevis;1995;Tourism expenditure (millions of US dollars);;;63;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;63;
1707;659;Saint Kitts and Nevis;2005;Tourism expenditure (millions of US dollars);;;121;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;121;
1708;659;Saint Kitts and Nevis;2010;Tourism expenditure (millions of US dollars);;;90;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;90;
1709;659;Saint Kitts and Nevis;2015;Tourism expenditure (millions of US dollars);;;312;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;312;
1710;659;Saint Kitts and Nevis;2016;Tourism expenditure (millions of US dollars);;;327;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;327;
1711;659;Saint Kitts and Nevis;2017;Tourism expenditure (millions of US dollars);;;354;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;354;
1712;662;Saint Lucia;1995;Tourist/visitor arrivals (thousands);TF;;231;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;231
1713;662;Saint Lucia;2005;Tourist/visitor arrivals (thousands);TF;;318;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;318
1714;662;Saint Lucia;2010;Tourist/visitor arrivals (thousands);TF;;306;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;306
1715;662;Saint Lucia;2015;Tourist/visitor arrivals (thousands);TF;;345;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;345
1716;662;Saint Lucia;2016;Tourist/visitor arrivals (thousands);TF;;348;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;348
1717;662;Saint Lucia;2017;Tourist/visitor arrivals (thousands);TF;;386;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;386
1718;662;Saint Lucia;1995;Tourism expenditure (millions of US dollars);;;230;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;230;
1719;662;Saint Lucia;2005;Tourism expenditure (millions of US dollars);;;382;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;382;
1720;662;Saint Lucia;2010;Tourism expenditure (millions of US dollars);;;309;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;309;
1721;662;Saint Lucia;2015;Tourism expenditure (millions of US dollars);;;810;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;810;
1722;662;Saint Lucia;2016;Tourism expenditure (millions of US dollars);;;776;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;776;
1723;662;Saint Lucia;2017;Tourism expenditure (millions of US dollars);;;801;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;801;
1724;670;Saint Vincent & Grenadines;1995;Tourist/visitor arrivals (thousands);TF;;60;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;60
1725;670;Saint Vincent & Grenadines;2005;Tourist/visitor arrivals (thousands);TF;;96;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;96
1726;670;Saint Vincent & Grenadines;2010;Tourist/visitor arrivals (thousands);TF;;72;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;72
1727;670;Saint Vincent & Grenadines;2015;Tourist/visitor arrivals (thousands);TF;;75;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;75
1728;670;Saint Vincent & Grenadines;2016;Tourist/visitor arrivals (thousands);TF;;79;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;79
1729;670;Saint Vincent & Grenadines;2017;Tourist/visitor arrivals (thousands);TF;;76;Arrivals of non-resident tourists by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;76
1730;670;Saint Vincent & Grenadines;1995;Tourism expenditure (millions of US dollars);;;53;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;53;
1731;670;Saint Vincent & Grenadines;2005;Tourism expenditure (millions of US dollars);;;104;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;104;
1732;670;Saint Vincent & Grenadines;2010;Tourism expenditure (millions of US dollars);;;86;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;86;
1733;670;Saint Vincent & Grenadines;2015;Tourism expenditure (millions of US dollars);;;211;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;211;
1734;670;Saint Vincent & Grenadines;2016;Tourism expenditure (millions of US dollars);;;221;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;221;
1735;670;Saint Vincent & Grenadines;2017;Tourism expenditure (millions of US dollars);;;217;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;217;
1736;882;Samoa;1995;Tourist/visitor arrivals (thousands);TF;;68;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;68
1737;882;Samoa;2005;Tourist/visitor arrivals (thousands);TF;;102;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;102
1738;882;Samoa;2010;Tourist/visitor arrivals (thousands);TF;;122;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;122
1739;882;Samoa;2015;Tourist/visitor arrivals (thousands);TF;;128;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;128
1740;882;Samoa;2016;Tourist/visitor arrivals (thousands);TF;;134;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;134
1741;882;Samoa;2017;Tourist/visitor arrivals (thousands);TF;;146;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;146
1742;882;Samoa;1995;Tourism expenditure (millions of US dollars);;;36;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;36;
1743;882;Samoa;2005;Tourism expenditure (millions of US dollars);;;74;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;74;
1744;882;Samoa;2010;Tourism expenditure (millions of US dollars);;;124;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;124;
1745;882;Samoa;2015;Tourism expenditure (millions of US dollars);;;142;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;142;
1746;882;Samoa;2016;Tourism expenditure (millions of US dollars);;;149;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;149;
1747;882;Samoa;2017;Tourism expenditure (millions of US dollars);;;169;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;169;
1748;674;San Marino;1995;Tourist/visitor arrivals (thousands);THS;;28;Including Italian tourists.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;28
1749;674;San Marino;2005;Tourist/visitor arrivals (thousands);THS;;50;Including Italian tourists.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;50
1750;674;San Marino;2010;Tourist/visitor arrivals (thousands);THS;;120;Including Italian tourists.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;120
1751;674;San Marino;2015;Tourist/visitor arrivals (thousands);THS;;54;Including Italian tourists.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;54
1752;674;San Marino;2016;Tourist/visitor arrivals (thousands);THS;;60;Including Italian tourists.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;60
1753;674;San Marino;2017;Tourist/visitor arrivals (thousands);THS;;78;Including Italian tourists.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;78
1754;678;Sao Tome and Principe;1995;Tourist/visitor arrivals (thousands);TF;;6;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;6
1755;678;Sao Tome and Principe;2005;Tourist/visitor arrivals (thousands);TF;;16;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;16
1756;678;Sao Tome and Principe;2010;Tourist/visitor arrivals (thousands);TF;;8;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;8
1757;678;Sao Tome and Principe;2015;Tourist/visitor arrivals (thousands);TF;;26;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;26
1758;678;Sao Tome and Principe;2016;Tourist/visitor arrivals (thousands);TF;;29;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;29
1759;678;Sao Tome and Principe;2015;Tourism expenditure (millions of US dollars);;;63;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;63;
1760;678;Sao Tome and Principe;2016;Tourism expenditure (millions of US dollars);;;69;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;69;
1761;678;Sao Tome and Principe;2017;Tourism expenditure (millions of US dollars);;;66;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;66;
1762;682;Saudi Arabia;1995;Tourist/visitor arrivals (thousands);TF;;3325;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;3325
1763;682;Saudi Arabia;2005;Tourist/visitor arrivals (thousands);TF;;8037;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;8037
1764;682;Saudi Arabia;2010;Tourist/visitor arrivals (thousands);TF;;10850;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;10850
1765;682;Saudi Arabia;2015;Tourist/visitor arrivals (thousands);TF;;17994;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;17994
1766;682;Saudi Arabia;2016;Tourist/visitor arrivals (thousands);TF;;18044;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;18044
1767;682;Saudi Arabia;2017;Tourist/visitor arrivals (thousands);TF;;16109;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;16109
1768;682;Saudi Arabia;2010;Tourism expenditure (millions of US dollars);;;7536;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;7536;
1769;682;Saudi Arabia;2015;Tourism expenditure (millions of US dollars);;;11183;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;11183;
1770;682;Saudi Arabia;2016;Tourism expenditure (millions of US dollars);;;13438;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;13438;
1771;682;Saudi Arabia;2017;Tourism expenditure (millions of US dollars);;;14848;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;14848;
1772;686;Senegal;2005;Tourist/visitor arrivals (thousands);TF;;769;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;769
1773;686;Senegal;2010;Tourist/visitor arrivals (thousands);TF;;900;Estimate.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;900
1774;686;Senegal;2015;Tourist/visitor arrivals (thousands);TF;;1007;Estimate.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1007
1775;686;Senegal;2016;Tourist/visitor arrivals (thousands);TF;;1210;Estimate.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1210
1776;686;Senegal;2017;Tourist/visitor arrivals (thousands);TF;;1365;Estimate.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1365
1777;686;Senegal;1995;Tourism expenditure (millions of US dollars);;;168;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;168;
1778;686;Senegal;2005;Tourism expenditure (millions of US dollars);;;334;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;334;
1779;686;Senegal;2010;Tourism expenditure (millions of US dollars);;;464;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;464;
1780;688;Serbia;2005;Tourist/visitor arrivals (thousands);TCE;;453;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;453
1781;688;Serbia;2010;Tourist/visitor arrivals (thousands);TCE;;683;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;683
1782;688;Serbia;2015;Tourist/visitor arrivals (thousands);TCE;;1132;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1132
1783;688;Serbia;2016;Tourist/visitor arrivals (thousands);TCE;;1281;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1281
1784;688;Serbia;2017;Tourist/visitor arrivals (thousands);TCE;;1497;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1497
1785;688;Serbia;2005;Tourism expenditure (millions of US dollars);;;308;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;308;
1786;688;Serbia;2010;Tourism expenditure (millions of US dollars);;;950;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;950;
1787;688;Serbia;2015;Tourism expenditure (millions of US dollars);;;1322;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1322;
1788;688;Serbia;2016;Tourism expenditure (millions of US dollars);;;1460;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1460;
1789;688;Serbia;2017;Tourism expenditure (millions of US dollars);;;1705;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1705;
1790;690;Seychelles;1995;Tourist/visitor arrivals (thousands);TF;;121;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;121
1791;690;Seychelles;2005;Tourist/visitor arrivals (thousands);TF;;129;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;129
1792;690;Seychelles;2010;Tourist/visitor arrivals (thousands);TF;;175;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;175
1793;690;Seychelles;2015;Tourist/visitor arrivals (thousands);TF;;276;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;276
1794;690;Seychelles;2016;Tourist/visitor arrivals (thousands);TF;;303;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;303
1795;690;Seychelles;2017;Tourist/visitor arrivals (thousands);TF;;350;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;350
1796;690;Seychelles;1995;Tourism expenditure (millions of US dollars);;;224;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;224;
1797;690;Seychelles;2005;Tourism expenditure (millions of US dollars);;;269;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;269;
1798;690;Seychelles;2010;Tourism expenditure (millions of US dollars);;;352;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;352;
1799;690;Seychelles;2015;Tourism expenditure (millions of US dollars);;;483;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;483;
1800;690;Seychelles;2016;Tourism expenditure (millions of US dollars);;;505;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;505;
1801;690;Seychelles;2017;Tourism expenditure (millions of US dollars);;;585;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;585;
1802;694;Sierra Leone;1995;Tourist/visitor arrivals (thousands);TF;;14;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;14
1803;694;Sierra Leone;2005;Tourist/visitor arrivals (thousands);TF;;40;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;40
1804;694;Sierra Leone;2010;Tourist/visitor arrivals (thousands);TF;;39;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;39
1805;694;Sierra Leone;2015;Tourist/visitor arrivals (thousands);TF;;24;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;24
1806;694;Sierra Leone;2016;Tourist/visitor arrivals (thousands);TF;;55;Arrivals by air.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;55
1807;694;Sierra Leone;1995;Tourism expenditure (millions of US dollars);;;57;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;57;
1808;694;Sierra Leone;2005;Tourism expenditure (millions of US dollars);;;64;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;64;
1809;694;Sierra Leone;2010;Tourism expenditure (millions of US dollars);;;26;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;26;
1810;694;Sierra Leone;2015;Tourism expenditure (millions of US dollars);;;37;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;37;
1811;694;Sierra Leone;2016;Tourism expenditure (millions of US dollars);;;41;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;41;
1812;702;Singapore;1995;Tourist/visitor arrivals (thousands);TF;;6070;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;6070
1813;702;Singapore;2005;Tourist/visitor arrivals (thousands);TF;;7079;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;7079
1814;702;Singapore;2010;Tourist/visitor arrivals (thousands);TF;;9161;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;9161
1815;702;Singapore;2015;Tourist/visitor arrivals (thousands);TF;;12051;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;12051
1816;702;Singapore;2016;Tourist/visitor arrivals (thousands);TF;;12914;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;12914
1817;702;Singapore;2017;Tourist/visitor arrivals (thousands);TF;;13903;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;13903
1818;702;Singapore;1995;Tourism expenditure (millions of US dollars);;;7611;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;7611;
1819;702;Singapore;2005;Tourism expenditure (millions of US dollars);;;6209;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;6209;
1820;702;Singapore;2010;Tourism expenditure (millions of US dollars);;;14178;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;14178;
1821;702;Singapore;2015;Tourism expenditure (millions of US dollars);;;16617;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;16617;
1822;702;Singapore;2016;Tourism expenditure (millions of US dollars);;;18945;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;18945;
1823;702;Singapore;2017;Tourism expenditure (millions of US dollars);;;19707;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;19707;
1824;534;Sint Maarten (Dutch part);1995;Tourist/visitor arrivals (thousands);TF;;460;Arrivals by air. Including arrivals to Saint Martin (French part).;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;460
1825;534;Sint Maarten (Dutch part);2005;Tourist/visitor arrivals (thousands);TF;;468;Arrivals by air. Including arrivals to Saint Martin (French part).;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;468
1826;534;Sint Maarten (Dutch part);2010;Tourist/visitor arrivals (thousands);TF;;443;Arrivals by air. Including arrivals to Saint Martin (French part).;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;443
1827;534;Sint Maarten (Dutch part);2015;Tourist/visitor arrivals (thousands);TF;;505;Arrivals by air. Including arrivals to Saint Martin (French part).;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;505
1828;534;Sint Maarten (Dutch part);2016;Tourist/visitor arrivals (thousands);TF;;528;Arrivals by air. Including arrivals to Saint Martin (French part).;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;528
1829;534;Sint Maarten (Dutch part);2017;Tourist/visitor arrivals (thousands);TF;;402;Arrivals by air. Including arrivals to Saint Martin (French part).;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;402
1830;534;Sint Maarten (Dutch part);2010;Tourism expenditure (millions of US dollars);;;681;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;681;
1831;534;Sint Maarten (Dutch part);2015;Tourism expenditure (millions of US dollars);;;913;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;913;
1832;534;Sint Maarten (Dutch part);2016;Tourism expenditure (millions of US dollars);;;871;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;871;
1833;534;Sint Maarten (Dutch part);2017;Tourism expenditure (millions of US dollars);;;646;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;646;
1834;703;Slovakia;1995;Tourist/visitor arrivals (thousands);TCE;;903;Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;903
1835;703;Slovakia;2005;Tourist/visitor arrivals (thousands);TCE;;1515;Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1515
1836;703;Slovakia;2010;Tourist/visitor arrivals (thousands);TCE;;1327;Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1327
1837;703;Slovakia;2015;Tourist/visitor arrivals (thousands);TCE;;1721;Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1721
1838;703;Slovakia;2016;Tourist/visitor arrivals (thousands);TCE;;2027;Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2027
1839;703;Slovakia;2017;Tourist/visitor arrivals (thousands);TCE;;2162;Non-resident tourists staying in commercial accommodation only (representing approximately 25% of all tourists).;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2162
1840;703;Slovakia;1995;Tourism expenditure (millions of US dollars);;;630;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;630;
1841;703;Slovakia;2005;Tourism expenditure (millions of US dollars);;;1282;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1282;
1842;703;Slovakia;2010;Tourism expenditure (millions of US dollars);;;2335;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2335;
1843;703;Slovakia;2015;Tourism expenditure (millions of US dollars);;;2480;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2480;
