;Region/Country/Area;Tourist/visitor arrivals and tourism expenditure;Year;Series;Tourism arrivals series type;Tourism arrivals series type footnote;Value;Footnotes;Source;valor_expenditure;number_visitor
1844;703;Slovakia;2016;Tourism expenditure (millions of US dollars);;;2802;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2802;
1845;703;Slovakia;2017;Tourism expenditure (millions of US dollars);;;2995;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2995;
1846;705;Slovenia;1995;Tourist/visitor arrivals (thousands);TCE;;732;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;732
1847;705;Slovenia;2005;Tourist/visitor arrivals (thousands);TCE;;1555;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1555
1848;705;Slovenia;2010;Tourist/visitor arrivals (thousands);TCE;;1869;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1869
1849;705;Slovenia;2015;Tourist/visitor arrivals (thousands);TCE;;2707;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2707
1850;705;Slovenia;2016;Tourist/visitor arrivals (thousands);TCE;;3032;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;3032
1851;705;Slovenia;2017;Tourist/visitor arrivals (thousands);TCE;;3586;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;3586
1852;705;Slovenia;1995;Tourism expenditure (millions of US dollars);;;1128;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1128;
1853;705;Slovenia;2005;Tourism expenditure (millions of US dollars);;;1894;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1894;
1854;705;Slovenia;2010;Tourism expenditure (millions of US dollars);;;2721;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2721;
1855;705;Slovenia;2015;Tourism expenditure (millions of US dollars);;;2521;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2521;
1856;705;Slovenia;2016;Tourism expenditure (millions of US dollars);;;2627;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2627;
1857;705;Slovenia;2017;Tourism expenditure (millions of US dollars);;;2952;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2952;
1858;90;Solomon Islands;1995;Tourist/visitor arrivals (thousands);TF;;12;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;12
1859;90;Solomon Islands;2005;Tourist/visitor arrivals (thousands);TF;;9;Without first quarter.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;9
1860;90;Solomon Islands;2010;Tourist/visitor arrivals (thousands);TF;;21;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;21
1861;90;Solomon Islands;2015;Tourist/visitor arrivals (thousands);TF;;22;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;22
1862;90;Solomon Islands;2016;Tourist/visitor arrivals (thousands);TF;;23;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;23
1863;90;Solomon Islands;2017;Tourist/visitor arrivals (thousands);TF;;26;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;26
1864;90;Solomon Islands;1995;Tourism expenditure (millions of US dollars);;;17;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;17;
1865;90;Solomon Islands;2005;Tourism expenditure (millions of US dollars);;;6;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;6;
1866;90;Solomon Islands;2010;Tourism expenditure (millions of US dollars);;;51;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;51;
1867;90;Solomon Islands;2015;Tourism expenditure (millions of US dollars);;;60;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;60;
1868;90;Solomon Islands;2016;Tourism expenditure (millions of US dollars);;;71;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;71;
1869;90;Solomon Islands;2017;Tourism expenditure (millions of US dollars);;;79;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;79;
1870;710;South Africa;1995;Tourist/visitor arrivals (thousands);TF;;4488;Excluding arrivals for work and contract workers.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;4488
1871;710;South Africa;2005;Tourist/visitor arrivals (thousands);TF;;7369;Excluding arrivals for work and contract workers.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;7369
1872;710;South Africa;2010;Tourist/visitor arrivals (thousands);TF;;8074;Break in the time series.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;8074
1873;710;South Africa;2015;Tourist/visitor arrivals (thousands);TF;;8904;"Break in the time series.;Excluding transit.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;8904
1874;710;South Africa;2016;Tourist/visitor arrivals (thousands);TF;;10044;"Break in the time series.;Excluding transit.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;10044
1875;710;South Africa;2017;Tourist/visitor arrivals (thousands);TF;;10285;"Break in the time series.;Excluding transit.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;10285
1876;710;South Africa;1995;Tourism expenditure (millions of US dollars);;;2654;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;2654;
1877;710;South Africa;2005;Tourism expenditure (millions of US dollars);;;8629;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;8629;
1878;710;South Africa;2010;Tourism expenditure (millions of US dollars);;;10309;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;10309;
1879;710;South Africa;2015;Tourism expenditure (millions of US dollars);;;9140;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;9140;
1880;710;South Africa;2016;Tourism expenditure (millions of US dollars);;;8807;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;8807;
1881;710;South Africa;2017;Tourism expenditure (millions of US dollars);;;9699;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;9699;
1882;728;South Sudan;2015;Tourism expenditure (millions of US dollars);;;22;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;22;
1883;728;South Sudan;2016;Tourism expenditure (millions of US dollars);;;24;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;24;
1884;728;South Sudan;2017;Tourism expenditure (millions of US dollars);;;26;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;26;
1885;724;Spain;1995;Tourist/visitor arrivals (thousands);TF;;32971;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;32971
1886;724;Spain;2005;Tourist/visitor arrivals (thousands);TF;;55914;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;55914
1887;724;Spain;2010;Tourist/visitor arrivals (thousands);TF;;52677;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;52677
1888;724;Spain;2015;Tourist/visitor arrivals (thousands);TF;;68175;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;68175
1889;724;Spain;2016;Tourist/visitor arrivals (thousands);TF;;75315;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;75315
1890;724;Spain;2017;Tourist/visitor arrivals (thousands);TF;;81786;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;81786
1891;724;Spain;1995;Tourism expenditure (millions of US dollars);;;27369;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;27369;
1892;724;Spain;2005;Tourism expenditure (millions of US dollars);;;49565;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;49565;
1893;724;Spain;2010;Tourism expenditure (millions of US dollars);;;54305;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;54305;
1894;724;Spain;2015;Tourism expenditure (millions of US dollars);;;56532;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;56532;
1895;724;Spain;2016;Tourism expenditure (millions of US dollars);;;60605;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;60605;
1896;724;Spain;2017;Tourism expenditure (millions of US dollars);;;68437;Excluding passenger transport.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;68437;
1897;144;Sri Lanka;1995;Tourist/visitor arrivals (thousands);TF;;403;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;403
1898;144;Sri Lanka;2005;Tourist/visitor arrivals (thousands);TF;;549;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;549
1899;144;Sri Lanka;2010;Tourist/visitor arrivals (thousands);TF;;654;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;654
1900;144;Sri Lanka;2015;Tourist/visitor arrivals (thousands);TF;;1798;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;1798
1901;144;Sri Lanka;2016;Tourist/visitor arrivals (thousands);TF;;2051;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2051
1902;144;Sri Lanka;2017;Tourist/visitor arrivals (thousands);TF;;2116;Excluding nationals residing abroad.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;2116
1903;144;Sri Lanka;1995;Tourism expenditure (millions of US dollars);;;367;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;367;
1904;144;Sri Lanka;2005;Tourism expenditure (millions of US dollars);;;729;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;729;
1905;144;Sri Lanka;2010;Tourism expenditure (millions of US dollars);;;1044;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;1044;
1906;144;Sri Lanka;2015;Tourism expenditure (millions of US dollars);;;3978;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;3978;
1907;144;Sri Lanka;2016;Tourism expenditure (millions of US dollars);;;4591;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;4591;
1908;144;Sri Lanka;2017;Tourism expenditure (millions of US dollars);;;5083;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;5083;
1909;275;State of Palestine;2005;Tourist/visitor arrivals (thousands);THS;;88;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;88
1910;275;State of Palestine;2010;Tourist/visitor arrivals (thousands);THS;;522;;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;522
1911;275;State of Palestine;2015;Tourist/visitor arrivals (thousands);THS;;432;Data on hotel activity represent the West Bank only.;World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;432
1912;275;State of Palestine;2016;Tourist/visitor arrivals (thousands);THS;;400;"Break in the time series.;Data on hotel activity represent the West Bank only.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;400
1913;275;State of Palestine;2017;Tourist/visitor arrivals (thousands);THS;;503;"Break in the time series.;Data on hotel activity represent the West Bank only.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;;503
1914;275;State of Palestine;1995;Tourism expenditure (millions of US dollars);;;255;"Excluding passenger transport.;West Bank and Gaza.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;255;
1915;275;State of Palestine;2005;Tourism expenditure (millions of US dollars);;;52;"Excluding passenger transport.;West Bank and Gaza.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;52;
1916;275;State of Palestine;2010;Tourism expenditure (millions of US dollars);;;409;"Excluding passenger transport.;West Bank and Gaza.";World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed January 2019.;409;
